district,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic
18,8.836775,79.652157,68,1053.8,2,0,0,0,3,235,52.5,0,14.0,151.0,0.234,-0.147,0.104,0,0,43,33.65,5.43,19.97,0,0,1,9,1
5,7.012092,80.570827,28,628.6,5,3,4,0,0,1703,56.1,1,81.5,143.4,0.306,0.388,0.313,0,0,53,1.49,6.44,31.14,0,0,1,9,1
9,9.510613,80.275666,8,1915.3,5,1,3,0,3,552,39.6,1,24.7,238.3,0.636,-0.195,-0.169,1,0,35,0.84,2.49,37.05,0,0,1,9,1
1,9.050801,79.801747,15,4318.9,4,4,4,0,1,473,19.7,0,126.1,133.9,0.511,0.697,0.223,0,0,88,3.95,19.36,31.34,0,0,1,9,1
11,7.609325,80.306746,40,1513.4,4,2,1,0,1,54,18.0,0,165.5,383.3,0.375,0.261,0.286,0,0,46,4.4,0.89,54.04,1,64612,1,9,1
24,9.012866,80.289749,58,239.6,5,3,0,1,2,474,15.8,1,115.8,177.8,0.814,0.044,0.291,0,0,12,0.41,1.35,37.85,0,0,0,11,1
23,6.931909,81.314021,57,2418.7,0,0,4,0,0,34,14.2,0,62.6,18.9,0.54,-0.207,-0.152,1,0,71,10.01,2.91,6.04,0,0,1,9,1
17,6.81726,80.678518,69,113.2,0,3,4,0,2,700,48.3,0,7.6,391.5,0.168,0.146,0.269,0,0,47,5.2,5.36,49.42,0,0,0,7,1
0,9.40575,81.524062,126,2790.7,0,2,0,0,3,266,1.0,0,24.1,22.5,0.247,0.089,0.132,0,0,48,16.06,3.53,7.07,0,0,1,9,1
22,7.509383,80.415056,147,2139.6,2,4,0,0,1,119,7.1,0,25.4,151.3,0.572,0.836,-0.045,1,0,82,12.72,0.86,11.58,0,0,1,9,1
10,8.655936,79.980599,631,4427.0,2,3,0,0,1,1692,10.3,1,67.3,237.7,0.47,0.245,-0.212,1,0,78,7.83,12.0,24.55,0,0,1,9,1
17,9.570371,79.885463,28,2308.6,0,0,2,0,1,522,20.4,0,19.9,57.7,0.968,-0.269,0.064,1,0,79,10.2,16.64,6.84,0,0,1,9,1
13,9.172023,79.836094,13,2183.5,4,1,0,0,1,283,24.3,0,91.2,511.5,0.342,0.189,-0.154,1,0,44,14.73,3.64,66.24,1,241977,0,0,1
8,9.573585,79.937321,60,387.3,4,1,2,1,3,766,16.9,0,29.7,219.8,0.475,0.543,0.301,0,0,6,3.68,12.27,36.78,0,0,0,10,1
24,8.288114,79.98941,88,45.6,4,1,0,0,0,918,31.6,0,100.7,112.6,0.601,0.057,-0.147,1,1,48,13.19,3.25,32.72,0,0,1,9,1
21,7.79668,80.764088,33,4511.9,5,0,3,0,1,191,30.3,1,126.0,84.2,0.788,0.043,-0.113,1,0,56,7.72,0.64,22.75,0,0,1,9,1
5,8.218579,80.051211,29,1889.1,0,3,0,1,1,2078,69.2,1,71.7,95.6,0.399,0.274,0.436,0,0,61,0.7,0.13,24.81,0,0,1,9,1
18,8.738106,81.176504,127,528.9,6,1,4,0,3,629,45.3,0,168.9,451.1,0.049,0.087,0.447,0,1,41,2.51,0.75,64.66,0,0,0,0,1
3,6.469878,81.672895,72,9131.6,2,4,3,1,0,276,18.6,0,51.0,157.1,0.413,0.378,-0.125,1,0,47,0.55,6.68,20.29,0,0,1,9,1
12,8.370113,80.450091,46,3164.0,3,2,3,0,3,827,29.3,0,93.5,116.1,0.236,0.191,0.186,0,0,46,14.96,2.48,24.73,0,0,1,9,1
8,6.997083,80.190016,147,2072.5,0,3,0,0,0,447,17.4,0,65.7,91.1,0.167,0.031,-0.038,1,0,55,4.09,5.82,17.86,0,0,1,9,1
10,8.32595,80.360887,192,478.8,2,4,0,1,1,1941,29.3,1,36.9,308.7,0.137,0.165,-0.129,1,0,39,3.67,3.27,45.61,0,0,1,9,1
23,8.162702,81.781212,61,459.8,2,2,2,0,0,352,15.8,0,9.6,40.0,0.244,0.117,-0.11,1,1,40,10.69,3.3,21.14,0,0,1,9,1
23,9.170856,80.372442,9,1599.6,4,3,0,0,1,10,6.5,0,290.8,75.8,0.456,0.926,0.488,0,1,34,18.04,2.28,52.56,1,187563,1,9,1
1,9.036567,79.809048,45,3393.3,6,2,2,0,0,302,31.7,0,98.3,327.2,0.767,-0.135,-0.118,0,0,38,0.58,7.77,38.71,0,0,1,9,1
10,5.926229,80.368239,504,6533.9,5,4,4,0,1,1795,49.1,1,83.3,318.0,0.352,0.093,-0.119,1,0,64,3.31,7.22,37.36,0,0,1,9,1
12,5.913894,79.685194,100,1841.6,0,4,1,0,0,901,23.9,0,163.7,488.2,0.796,0.146,-0.245,1,0,32,11.95,3.74,57.09,1,132067,1,9,1
4,7.652164,81.02592,30,542.6,6,2,4,0,1,1186,53.2,1,0.5,129.7,0.146,0.578,-0.112,0,0,71,33.44,7.71,20.96,0,0,1,9,1
8,6.934598,81.825851,37,3943.8,6,4,4,0,0,666,22.2,0,138.3,190.9,0.821,-0.007,0.736,0,1,5,1.36,0.72,38.54,0,0,0,10,1
20,6.974777,81.491614,35,182.5,0,0,4,1,0,31,45.5,0,75.8,375.2,0.56,0.394,-0.243,1,0,5,11.27,0.01,59.52,1,92066,0,10,1
10,8.958026,81.221892,714,1989.3,5,1,0,0,1,1800,6.8,1,51.5,179.2,0.582,0.368,-0.122,1,0,82,6.19,3.01,16.4,0,0,1,9,1
18,8.019998,81.409162,78,6282.4,4,4,0,0,1,481,22.6,0,131.4,61.5,0.301,0.775,-0.319,1,0,20,9.37,2.92,24.38,0,0,0,10,1
18,7.775892,79.802404,140,9702.8,4,0,0,0,1,1061,1.0,1,191.0,250.7,0.098,0.083,0.236,0,0,45,5.93,9.59,44.56,0,0,1,9,1
24,9.663386,79.817575,108,1244.9,4,0,4,0,0,238,39.7,0,102.1,186.5,0.283,-0.037,-0.236,1,0,28,43.59,12.17,32.11,0,0,0,10,1
14,6.497928,81.07225,55,873.0,2,3,4,0,0,531,6.6,0,95.3,214.2,0.407,0.144,-0.187,1,0,56,10.77,2.02,28.04,0,0,1,9,1
6,7.387864,80.506346,24,1918.7,6,1,4,0,3,598,33.3,0,5.4,190.2,0.686,0.42,0.229,0,0,43,9.78,6.6,24.7,0,0,1,9,1
3,8.26759,80.399104,16,942.1,3,3,0,0,3,10,10.0,0,92.2,180.6,0.858,0.451,0.23,0,0,51,6.52,0.65,31.29,0,0,1,9,1
9,7.871697,80.795786,76,1532.3,0,0,0,0,0,617,6.5,0,102.6,193.0,0.488,-0.167,-0.177,1,0,77,14.94,16.79,24.09,0,0,1,9,1
3,9.028099,81.750799,46,10771.0,6,0,0,2,1,10,42.5,0,62.2,558.2,0.408,-0.387,0.063,0,1,37,0.69,9.36,60.78,1,4874,0,0,1
8,7.215237,80.502476,82,471.6,3,4,2,1,1,292,5.7,0,50.2,375.3,0.771,0.852,0.085,1,0,57,1.37,2.56,43.17,0,0,1,9,1
24,6.764643,81.833543,18,229.1,0,4,0,0,2,675,10.7,0,7.0,248.2,0.471,-0.624,-0.267,1,0,41,21.82,1.62,42.71,0,0,0,7,1
13,8.539248,81.802413,22,3276.8,3,3,2,0,1,69,31.0,0,81.1,255.1,0.502,0.15,-0.133,1,0,88,5.83,0.26,35.5,0,0,1,9,1
18,7.414249,81.157815,91,6277.7,4,2,4,0,0,45,42.2,0,188.9,302.1,0.202,0.277,-0.043,1,0,32,9.12,7.98,50.96,0,0,1,9,1
20,8.781015,81.806486,111,3391.5,2,2,4,2,2,402,35.1,0,213.8,223.1,0.679,0.778,0.226,0,0,48,4.55,10.32,40.14,0,0,0,7,1
23,6.07749,81.290228,28,2243.8,3,2,0,1,0,1107,26.5,1,144.5,277.8,0.705,0.592,0.177,0,0,39,5.48,3.18,44.58,0,0,1,9,1
16,6.31706,81.579392,36,579.7,2,0,4,0,0,365,3.1,0,142.3,251.2,0.766,0.518,-0.437,1,0,38,4.64,1.9,38.06,0,0,1,9,1
14,8.394979,81.059798,47,1550.2,0,3,0,0,1,739,27.4,0,106.2,138.1,0.827,0.348,-0.431,1,0,67,5.98,1.78,19.43,0,0,1,9,1
3,7.99322,79.757908,64,2890.7,0,0,0,2,1,446,37.8,0,34.3,146.5,0.531,-0.217,-0.125,1,0,56,4.19,3.48,16.62,0,0,1,9,1
5,7.592368,80.330319,73,175.9,6,2,0,1,3,1094,48.5,1,26.4,375.2,0.458,0.068,0.24,0,0,64,3.15,5.6,45.35,0,0,1,9,1
24,8.315014,80.851054,50,1667.4,4,1,0,0,1,275,30.5,0,155.1,371.7,0.958,0.392,-0.214,1,0,56,1.73,3.94,42.83,0,0,1,9,1
5,8.370755,81.372042,22,501.8,5,1,0,1,1,1654,40.1,1,116.2,435.7,0.823,-0.389,-0.164,1,0,23,6.88,2.74,57.8,0,0,0,10,1
8,7.819034,80.779902,56,2580.5,2,3,0,0,1,246,33.3,0,24.4,103.1,0.793,0.351,0.168,0,1,43,0.83,5.61,12.97,0,0,1,9,1
20,7.821928,80.977997,37,4557.8,0,1,4,0,1,235,13.3,0,119.4,126.8,0.435,0.681,-0.002,1,0,91,14.27,0.5,23.62,0,0,1,9,1
24,7.658042,80.786537,81,115.8,5,3,0,0,3,191,1.0,1,90.7,325.5,0.552,0.006,0.27,0,0,7,6.08,5.22,50.02,0,0,0,10,1
5,9.20482,80.082168,17,447.0,4,3,4,0,1,2006,41.7,1,50.8,499.1,0.574,0.585,0.066,1,0,12,16.63,9.65,71.72,1,63595,0,3,1
17,6.551173,81.150272,74,840.6,0,2,0,0,0,631,17.0,0,24.3,317.8,0.261,0.113,0.401,0,0,60,8.19,0.91,31.15,0,0,1,9,1
10,7.111099,81.785015,20,2656.2,4,0,0,0,3,1963,36.5,1,19.1,289.2,0.89,-0.048,-0.028,1,0,28,28.41,2.84,35.14,0,0,0,10,1
13,6.476388,81.168323,105,3863.7,5,2,1,0,3,10,27.8,1,16.8,168.5,0.22,0.356,-0.2,1,0,73,6.34,1.1,17.61,0,0,1,9,1
23,9.712163,80.441637,66,1194.6,0,1,2,0,2,488,42.0,0,44.6,230.9,0.662,-0.06,-0.261,1,0,6,4.45,11.38,28.58,0,0,0,11,1
10,6.987374,81.031469,410,3800.9,0,2,2,0,1,1259,45.0,1,11.0,120.9,0.461,0.089,-0.06,1,0,44,6.29,10.43,14.41,0,0,1,9,1
5,6.879188,79.718353,160,438.7,5,2,0,0,0,1592,46.9,1,0.3,176.6,0.54,0.112,0.13,0,0,35,1.91,17.93,28.19,0,0,1,9,1
20,8.720838,80.542697,0,1849.9,1,1,3,0,3,665,24.7,0,142.2,299.5,0.443,-0.017,0.35,0,1,60,1.29,0.31,57.48,1,8454,1,9,1
6,6.402521,81.026192,50,1238.5,6,2,4,0,1,1033,42.0,1,17.6,43.2,0.106,0.107,0.03,0,1,46,13.88,11.39,14.3,0,0,1,9,1
5,6.957229,79.729343,76,2698.4,5,3,1,0,0,1103,29.8,1,123.4,171.0,0.35,0.635,0.065,1,1,47,7.65,5.97,32.38,0,0,1,9,1
22,9.087678,79.995633,76,1320.5,2,2,0,1,2,1164,1.0,1,88.4,359.5,0.547,0.247,0.211,0,0,42,5.53,0.14,39.18,0,0,0,7,1
20,6.231145,80.433891,69,460.2,3,0,0,0,3,284,1.8,0,14.1,219.0,0.452,0.14,-0.093,1,0,27,2.82,6.3,32.53,0,0,0,10,1
11,7.61181,80.608413,13,1005.8,5,0,4,0,1,542,19.2,1,29.4,141.8,0.826,0.739,0.263,0,0,34,29.73,0.98,25.16,0,0,1,9,1
6,6.083342,80.424635,173,371.6,2,3,4,0,3,2193,10.0,1,11.7,442.0,0.784,0.457,-0.028,1,1,25,0.22,7.37,50.66,0,0,0,10,1
9,9.89876,81.183036,8,402.5,0,3,4,1,2,319,5.7,0,52.9,199.2,0.35,0.447,-0.261,1,2,23,10.82,0.77,52.97,0,0,0,11,1
3,6.932688,81.813539,33,1702.0,0,2,4,0,1,560,24.3,0,52.5,315.6,0.758,-0.045,0.088,1,0,65,5.82,7.63,33.78,0,0,1,9,1
10,6.214847,81.54796,605,2254.1,1,3,2,0,0,2050,39.8,1,79.0,246.8,0.624,0.165,0.197,0,0,37,2.71,18.91,30.52,0,0,1,9,1
19,9.411671,80.224799,1505,1109.5,0,1,2,2,1,648,44.0,0,191.9,372.8,0.726,0.154,-0.042,1,0,35,4.67,5.33,51.7,0,0,1,9,1
8,8.866946,80.878888,3,354.9,0,3,0,1,0,854,20.4,0,41.5,129.8,0.618,0.339,-0.016,1,0,15,6.17,6.48,42.41,0,0,0,10,1
20,8.291957,80.65847,1,377.5,2,1,1,0,1,734,4.4,0,181.2,76.7,0.633,0.278,0.413,0,2,67,8.58,0.49,50.4,0,0,1,9,1
3,8.002463,79.813509,55,2257.5,2,0,3,0,1,702,26.2,0,27.3,198.2,0.248,0.242,0.017,1,0,39,2.32,4.84,24.18,0,0,1,9,1
19,7.698749,79.842224,990,10979.7,2,3,1,0,3,546,17.6,0,40.3,301.0,0.238,0.505,0.075,1,0,65,7.86,5.3,31.11,0,0,1,9,1
4,6.23739,79.662097,18,494.2,0,1,3,0,0,1675,38.7,1,100.1,25.7,0.413,0.49,-0.05,1,0,24,13.01,5.04,37.16,0,0,0,10,1
4,9.909339,80.246669,74,491.8,0,3,2,1,2,1665,5.0,1,92.4,390.9,0.194,0.041,-0.423,1,0,20,9.19,19.43,58.12,0,0,0,11,1
4,9.637487,80.420488,125,2414.1,2,4,1,0,3,1713,33.9,1,26.4,286.0,0.622,0.567,-0.027,1,0,45,0.89,3.57,27.45,0,0,1,9,1
4,5.962863,81.690035,2,2455.0,6,0,1,0,0,1545,41.2,1,18.5,208.0,0.145,0.19,-0.042,0,0,39,8.44,1.03,40.29,0,0,1,9,1
6,6.308576,80.189194,54,875.7,3,1,1,0,0,341,65.7,0,94.7,10.7,0.059,0.759,-0.181,1,0,59,13.5,10.0,17.16,0,0,1,9,1
16,6.946359,79.670385,60,4039.3,4,3,0,2,1,850,11.1,0,57.7,397.7,0.285,0.436,0.011,1,0,45,36.05,24.72,42.12,0,0,1,9,1
18,5.950434,81.788953,104,1490.8,4,1,0,0,0,708,1.0,0,157.7,361.0,0.497,0.404,0.386,0,0,21,8.29,3.41,48.83,1,40599,0,10,1
0,8.081878,80.500326,16,234.2,1,2,0,0,1,553,4.1,0,14.4,82.1,0.348,-0.226,-0.133,1,0,77,5.61,0.3,27.51,0,0,1,9,1
7,8.894783,80.843397,2,2084.2,3,1,0,0,1,10,54.4,0,100.9,211.1,0.612,0.096,0.013,1,0,76,8.32,10.88,41.08,0,0,1,9,1
8,6.670939,79.673077,81,721.8,0,4,3,2,0,799,51.5,0,14.2,375.8,0.372,0.027,0.234,0,0,5,2.02,11.17,41.09,0,0,0,10,1
1,6.217069,80.302581,149,1085.8,3,4,0,0,0,617,35.6,0,131.7,184.1,0.549,0.39,0.316,0,0,13,7.35,6.07,33.5,0,0,0,10,1
0,7.150431,80.374461,144,353.9,2,2,3,0,3,475,38.1,0,104.6,110.8,0.087,-0.057,-0.333,1,0,60,3.65,4.58,34.73,0,0,1,9,1
16,8.120035,81.750401,14,2965.6,5,2,3,0,1,638,27.7,1,9.3,267.2,0.887,0.637,-0.101,1,0,77,1.98,0.78,28.81,0,0,1,9,1
4,6.7367,81.866428,34,959.5,0,2,0,0,0,2163,65.5,1,67.0,292.4,0.434,0.008,0.342,0,0,36,6.66,10.64,41.2,0,0,1,9,1
14,8.141788,80.560314,30,1695.8,2,2,4,0,1,340,27.0,0,113.7,558.5,0.45,0.208,0.5,0,0,63,9.17,4.22,64.46,1,100606,0,0,1
7,8.373644,80.316726,100,1226.4,3,2,2,0,3,271,54.3,0,47.3,261.5,0.483,0.798,0.018,1,0,38,3.65,1.57,30.61,0,0,1,9,1
20,8.510012,81.382829,94,807.6,5,1,1,0,1,267,1.0,1,175.2,187.4,0.166,0.365,-0.217,1,0,32,11.52,1.35,38.33,0,0,1,9,1
12,6.574631,80.687688,160,1075.9,5,1,4,1,3,455,21.6,1,181.1,339.1,0.502,-0.019,-0.161,1,0,64,4.03,8.0,46.03,1,99223,1,9,1
6,6.652778,80.278736,32,329.4,5,1,0,0,3,780,45.6,1,66.4,114.6,0.193,0.217,-0.116,1,0,26,5.84,8.99,39.34,0,0,0,10,1
22,6.656635,81.088803,75,2066.0,5,4,1,0,0,293,6.1,1,64.9,225.3,0.699,0.262,-0.437,1,0,35,1.97,0.93,25.08,0,0,1,9,1
14,6.15336,80.638008,11,535.3,0,2,3,0,1,173,1.0,0,33.8,32.2,0.561,0.053,0.409,0,0,39,10.57,11.76,18.3,0,0,1,9,1
23,6.227702,81.595379,53,1798.3,0,3,3,0,1,242,2.2,0,120.5,323.8,0.264,-0.369,-0.056,1,0,51,0.97,0.03,41.4,0,0,1,9,1
20,7.361287,80.438857,124,773.9,3,3,2,0,1,728,1.0,0,97.7,224.6,0.783,0.744,-0.002,1,0,60,6.98,4.74,24.71,0,0,1,9,1
8,9.036672,80.879719,0,3926.8,4,1,1,2,1,890,17.9,0,45.7,395.0,0.529,-0.278,-0.22,1,0,40,11.46,2.53,54.09,1,259600,1,9,1
6,6.175297,79.822903,63,2102.9,5,0,0,1,0,2997,61.4,1,112.2,205.3,0.796,0.203,-0.021,1,0,42,5.71,6.15,29.24,0,0,1,9,1
6,9.639955,80.987084,23,530.6,4,2,0,0,0,1030,73.3,1,48.9,330.9,0.152,0.025,0.132,0,0,52,0.23,8.68,47.51,1,97760,1,9,1
4,9.575487,80.904755,28,118.5,4,1,0,0,0,1831,53.6,1,197.3,224.2,0.505,-0.141,-0.028,1,0,57,2.32,7.74,56.94,0,0,1,9,1
20,6.067331,79.78473,35,429.7,4,0,4,0,0,630,18.8,0,24.6,378.9,0.244,0.209,-0.489,1,0,43,3.24,7.58,52.74,0,0,1,9,1
3,8.03909,80.41405,9,747.1,3,3,0,0,0,332,19.9,0,189.8,50.2,0.317,0.467,0.02,1,1,30,6.75,4.64,42.79,0,0,1,9,1
21,8.054226,80.868892,122,1061.7,1,3,4,0,1,10,20.2,0,38.0,348.6,0.749,0.258,-0.124,1,0,79,0.73,2.2,28.47,0,0,1,9,1
6,8.264691,80.978269,84,1121.0,5,2,4,0,1,1293,56.5,1,103.5,357.3,0.894,0.209,0.242,0,0,63,0.15,9.96,37.71,0,0,1,9,1
21,7.290239,80.926603,50,1201.8,6,1,4,0,3,248,1.6,0,26.2,391.6,0.726,0.197,0.14,0,0,24,1.2,1.22,35.67,0,0,0,10,1
22,7.733685,79.79107,85,2834.3,3,2,0,0,3,273,1.0,0,61.5,93.4,0.616,0.381,-0.238,1,1,60,3.27,3.26,14.32,0,0,1,9,1
23,6.053189,80.845811,7,259.6,2,3,4,0,0,275,33.3,0,37.3,54.3,0.396,0.232,-0.021,1,0,38,12.81,6.59,35.06,0,0,1,9,1
7,9.511673,79.842287,48,2026.9,5,3,4,0,1,738,37.8,1,48.6,354.5,0.362,0.557,-0.106,1,0,93,33.95,4.18,33.97,0,0,1,9,1
8,7.375927,80.978673,55,2754.7,0,4,4,0,0,200,37.7,0,77.7,414.8,0.017,-0.386,0.167,0,0,8,2.53,18.79,53.25,0,0,0,10,1
13,6.224565,80.557141,46,661.4,1,2,2,0,3,770,8.0,0,39.0,355.4,0.088,-0.031,-0.114,1,0,42,11.97,0.22,40.04,0,0,1,9,1
10,6.518143,79.757713,745,2772.3,4,1,0,2,1,1993,66.0,1,59.2,63.4,0.518,0.362,-0.184,1,0,36,2.53,9.63,15.72,0,0,1,9,1
20,8.263778,81.59376,138,2067.6,4,1,0,0,0,246,50.9,0,124.5,246.9,0.777,0.177,-0.097,1,0,11,1.29,2.32,36.7,0,0,0,10,1
21,8.410215,80.432742,66,2770.0,0,2,4,0,0,492,13.3,0,101.5,354.3,0.384,-0.12,-0.383,1,0,23,2.18,0.64,44.2,0,0,0,10,1
4,8.638298,79.940147,69,792.3,4,0,2,0,1,504,42.0,0,172.2,196.4,0.938,-0.069,0.317,0,0,41,2.21,5.8,32.21,0,0,1,9,1
18,6.917504,80.119817,147,1163.0,0,3,0,1,3,81,40.4,0,233.7,253.1,0.624,0.338,-0.024,1,0,12,1.95,5.07,49.04,0,0,0,10,1
14,8.784046,80.08951,92,3795.3,0,4,3,0,1,961,1.8,0,88.5,258.7,0.599,0.321,-0.088,1,0,72,4.22,0.33,27.31,0,0,1,9,1
8,6.950702,80.384627,9,130.5,3,2,4,0,0,10,14.5,0,80.5,171.5,0.615,-0.226,0.058,1,1,76,14.69,3.05,44.12,0,0,1,9,1
23,7.084469,81.098773,32,299.8,6,2,4,0,0,575,14.8,0,148.9,66.7,0.426,0.068,0.305,0,0,16,14.55,1.65,40.73,0,0,0,10,1
6,9.602467,80.894073,111,1625.0,6,0,0,0,3,1072,20.5,1,82.6,12.7,0.773,0.423,0.035,0,1,35,14.03,7.89,11.61,0,0,1,9,1
12,6.301523,80.435659,109,338.3,5,4,2,0,0,552,4.6,1,55.8,297.0,0.726,0.743,-0.282,1,0,67,0.85,6.33,36.6,0,0,1,9,1
1,9.907686,80.446319,30,2322.1,5,0,2,1,1,232,62.4,1,108.3,8.4,0.589,-0.261,-0.079,1,0,45,1.31,3.46,20.26,0,0,1,9,1
0,7.707862,80.441435,22,880.6,3,0,1,0,0,760,21.0,0,24.8,245.7,0.656,0.455,0.182,0,0,48,11.87,5.48,31.04,0,0,1,9,1
3,6.849845,81.263505,56,1404.8,5,4,0,0,1,523,20.7,1,183.6,244.1,0.571,0.637,0.06,1,0,66,0.88,2.09,37.43,0,0,1,9,1
0,9.765574,80.51115,75,1015.8,4,3,1,0,0,112,22.4,0,9.4,70.6,0.338,0.365,-0.04,1,0,53,6.31,5.91,9.26,0,0,1,9,1
8,8.003643,79.892363,47,7044.8,5,0,0,0,2,290,21.2,1,19.9,207.1,0.3,0.424,0.086,1,0,41,4.83,3.89,24.11,0,0,0,7,1
1,6.552011,79.913619,156,9406.1,5,0,4,0,1,438,42.7,1,38.8,48.3,0.367,0.15,0.024,1,0,55,12.64,5.22,10.87,0,0,1,9,1
4,7.404507,81.687115,57,721.0,2,4,0,0,1,1619,25.5,1,32.5,372.3,0.903,0.179,0.41,0,0,56,64.29,5.45,30.92,0,0,1,9,1
10,7.651491,80.985406,838,411.5,6,2,4,0,1,1651,13.2,1,46.8,200.7,0.401,0.311,0.41,0,0,80,6.17,2.99,30.05,0,0,1,9,1
4,7.948114,80.544122,57,603.2,0,0,3,0,1,1822,23.8,1,12.9,396.3,0.752,-0.201,-0.075,1,0,72,1.74,18.67,30.78,0,0,1,9,1
10,7.380275,79.982075,1075,667.9,3,3,0,0,0,1585,58.5,1,62.3,18.0,0.393,0.626,-0.579,1,0,41,9.7,2.34,12.63,0,0,1,9,1
16,9.547328,80.030954,86,1881.7,2,2,3,0,0,614,11.8,0,52.4,152.9,0.113,0.374,0.157,0,0,44,2.12,2.89,23.04,0,0,1,9,1
23,9.325576,79.958063,58,1951.3,0,3,1,0,1,694,14.3,0,72.2,153.7,0.531,0.196,-0.009,1,0,34,15.52,7.24,22.03,0,0,1,9,1
11,6.171724,79.681685,225,3134.2,5,3,2,0,1,947,17.4,1,44.7,97.6,0.753,0.04,0.258,0,0,66,5.62,2.31,9.34,0,0,1,9,1
19,8.652505,79.857935,1156,3504.8,3,2,3,0,0,946,28.9,0,88.7,223.8,0.375,0.004,-0.227,1,0,31,14.97,7.96,32.11,0,0,1,9,1
1,8.653619,80.80253,105,456.1,1,0,0,0,1,327,2.3,0,47.6,289.5,0.807,0.262,0.38,0,0,84,6.62,3.81,32.53,0,0,1,9,1
17,8.848443,80.043448,49,835.4,5,1,3,0,1,515,15.3,1,49.3,654.6,0.589,0.424,0.251,0,0,23,9.35,2.02,62.35,1,127463,0,3,1
3,6.262637,80.838833,51,1331.4,5,2,4,0,0,855,1.0,1,9.2,100.1,0.309,0.081,-0.239,1,0,32,6.55,2.38,13.02,0,0,1,9,1
15,9.032646,81.658469,473,32.8,2,0,0,0,1,311,10.4,0,91.5,117.9,0.62,-0.015,0.085,1,0,48,2.33,3.42,28.5,0,0,1,9,1
17,9.134798,80.475586,49,2656.6,4,1,0,1,0,10,1.0,0,36.0,475.9,0.561,0.416,-0.388,1,0,47,14.27,7.59,43.3,0,0,1,9,1
6,6.836093,80.718031,66,489.4,2,4,3,0,3,1292,73.9,1,5.2,321.8,0.464,0.486,-0.116,1,1,76,22.89,1.18,41.29,0,0,1,9,1
13,9.347316,81.12266,80,2173.9,0,2,0,0,1,273,30.2,0,68.9,281.4,0.764,0.144,0.024,1,0,77,9.1,32.12,26.51,0,0,1,9,1
0,8.115673,80.186567,67,528.9,5,3,2,0,1,774,1.0,1,77.6,153.1,0.488,0.675,0.059,1,0,58,1.93,23.5,19.89,0,0,1,9,1
14,8.414275,81.51435,71,7.9,0,1,0,0,1,528,1.0,0,126.6,66.0,0.784,0.388,0.176,0,1,95,9.83,1.28,23.37,0,0,1,9,1
3,6.969883,80.873924,64,698.3,2,0,4,0,0,615,1.0,0,207.3,158.0,0.914,0.165,0.041,1,0,32,1.82,18.57,31.61,0,0,1,9,1
19,8.191342,80.411807,1291,4144.7,1,4,3,0,0,34,17.1,0,119.9,37.1,0.059,-0.081,-0.114,1,0,46,11.19,1.83,20.75,0,0,1,9,1
12,7.339155,81.896739,99,4426.3,0,1,4,0,1,205,1.0,0,137.5,376.8,0.696,0.0,0.155,0,0,44,1.2,0.2,43.84,0,0,1,9,1
24,8.406117,81.140639,30,1974.7,3,2,3,0,3,718,33.7,0,193.0,701.6,0.144,0.116,0.094,1,0,49,2.05,2.95,89.11,0,0,0,0,1
22,9.424174,79.935144,7,15.4,4,4,4,0,2,1038,16.5,1,116.9,174.2,0.831,-0.067,-0.364,1,1,44,3.96,7.22,49.72,0,0,0,7,1
20,7.861684,80.876819,14,1430.4,0,1,0,2,0,383,1.0,0,23.9,147.1,0.674,-0.035,0.413,0,0,65,1.09,5.68,22.26,0,0,1,9,1
17,9.530522,81.334301,12,111.9,5,4,3,0,3,347,23.8,1,116.8,411.7,0.414,0.337,0.149,0,0,31,6.93,1.12,71.34,0,0,0,0,1
9,9.136006,80.459944,134,3157.2,5,3,1,1,1,593,44.0,1,88.6,324.7,0.423,-0.457,0.009,1,0,40,23.72,1.48,39.89,0,0,1,9,1
16,9.522484,80.13574,100,990.3,5,2,3,0,1,624,14.6,1,7.1,120.7,0.619,-0.539,0.294,0,0,65,11.0,0.98,8.81,0,0,1,9,1
23,6.76715,80.884226,186,1245.4,5,3,0,0,1,574,5.1,1,162.6,372.8,0.608,0.187,0.497,0,0,70,20.38,1.44,44.5,0,0,1,9,1
10,9.589697,79.848578,356,2913.4,3,0,3,0,1,1040,68.8,1,93.5,185.8,0.77,0.605,0.318,0,0,85,8.17,3.7,22.07,0,0,1,9,1
6,9.443808,80.460191,28,1689.4,2,0,0,0,1,860,65.2,0,39.9,91.3,0.504,0.24,-0.066,1,0,38,3.71,4.85,22.62,0,0,1,9,1
0,9.793417,81.298382,5,95.8,0,4,0,0,0,369,17.9,0,68.4,113.1,0.447,0.012,-0.788,1,1,40,1.97,0.66,44.69,0,0,1,9,1
11,8.703857,80.813034,70,2678.2,2,0,0,0,0,412,17.3,0,119.5,277.9,0.338,0.254,0.199,0,0,53,4.43,2.88,37.29,0,0,1,9,1
